loss,learning_rate,epoch,step,eval_loss,eval_accuracy_metric,eval_precision_metric,eval_recall_metric,eval_f1_metric,eval_matthews_correlation,eval_runtime,eval_samples_per_second,eval_steps_per_second,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
0.0746,5.2888318356867783e-05,0.47,367,,,,,,,,,,,,,,
0.2073,5.275994865211811e-05,0.47,368,,,,,,,,,,,,,,
0.1284,5.2631578947368424e-05,0.47,369,,,,,,,,,,,,,,
0.1209,5.2503209242618744e-05,0.47,370,,,,,,,,,,,,,,
0.0613,5.237483953786907e-05,0.48,371,,,,,,,,,,,,,,
0.2391,5.2246469833119385e-05,0.48,372,,,,,,,,,,,,,,
0.0353,5.2118100128369705e-05,0.48,373,,,,,,,,,,,,,,
0.0127,5.198973042362003e-05,0.48,374,,,,,,,,,,,,,,
0.1839,5.1861360718870345e-05,0.48,375,,,,,,,,,,,,,,
0.0142,5.1732991014120666e-05,0.48,376,,,,,,,,,,,,,,
0.0368,5.160462130937099e-05,0.48,377,,,,,,,,,,,,,,
0.0184,5.147625160462132e-05,0.49,378,,,,,,,,,,,,,,
0.193,5.134788189987163e-05,0.49,379,,,,,,,,,,,,,,
0.2072,5.121951219512195e-05,0.49,380,,,,,,,,,,,,,,
0.1802,5.109114249037228e-05,0.49,381,,,,,,,,,,,,,,
0.0926,5.0962772785622594e-05,0.49,382,,,,,,,,,,,,,,
0.0384,5.0834403080872914e-05,0.49,383,,,,,,,,,,,,,,
0.1578,5.070603337612324e-05,0.49,384,,,,,,,,,,,,,,
0.0464,5.0577663671373555e-05,0.49,385,,,,,,,,,,,,,,
0.0449,5.044929396662388e-05,0.5,386,,,,,,,,,,,,,,
0.0745,5.03209242618742e-05,0.5,387,,,,,,,,,,,,,,
0.0258,5.0192554557124515e-05,0.5,388,,,,,,,,,,,,,,
0.05,5.006418485237484e-05,0.5,389,,,,,,,,,,,,,,
0.1013,4.993581514762516e-05,0.5,390,,,,,,,,,,,,,,
0.2194,4.980744544287548e-05,0.5,391,,,,,,,,,,,,,,
0.0083,4.96790757381258e-05,0.5,392,,,,,,,,,,,,,,
0.1035,4.955070603337612e-05,0.5,393,,,,,,,,,,,,,,
0.293,4.9422336328626443e-05,0.51,394,,,,,,,,,,,,,,
0.1244,4.929396662387677e-05,0.51,395,,,,,,,,,,,,,,
0.1507,4.916559691912709e-05,0.51,396,,,,,,,,,,,,,,
0.0855,4.9037227214377404e-05,0.51,397,,,,,,,,,,,,,,
0.0791,4.890885750962773e-05,0.51,398,,,,,,,,,,,,,,
0.4958,4.878048780487805e-05,0.51,399,,,,,,,,,,,,,,
0.0724,4.865211810012837e-05,0.51,400,,,,,,,,,,,,,,
0.035,4.852374839537869e-05,0.51,401,,,,,,,,,,,,,,
0.1791,4.839537869062901e-05,0.52,402,,,,,,,,,,,,,,
0.5662,4.826700898587934e-05,0.52,403,,,,,,,,,,,,,,
0.148,4.813863928112965e-05,0.52,404,,,,,,,,,,,,,,
0.2077,4.801026957637998e-05,0.52,405,,,,,,,,,,,,,,
0.2056,4.78818998716303e-05,0.52,406,,,,,,,,,,,,,,
0.0966,4.775353016688062e-05,0.52,407,,,,,,,,,,,,,,
0.154,4.762516046213094e-05,0.52,408,,,,,,,,,,,,,,
0.0222,4.749679075738126e-05,0.53,409,,,,,,,,,,,,,,
0.1931,4.736842105263158e-05,0.53,410,,,,,,,,,,,,,,
0.0618,4.72400513478819e-05,0.53,411,,,,,,,,,,,,,,
0.1565,4.711168164313222e-05,0.53,412,,,,,,,,,,,,,,
0.1339,4.698331193838255e-05,0.53,413,,,,,,,,,,,,,,
0.0345,4.685494223363286e-05,0.53,414,,,,,,,,,,,,,,
0.1695,4.672657252888318e-05,0.53,415,,,,,,,,,,,,,,
0.0846,4.659820282413351e-05,0.53,416,,,,,,,,,,,,,,
0.2313,4.646983311938383e-05,0.54,417,,,,,,,,,,,,,,
0.1321,4.634146341463415e-05,0.54,418,,,,,,,,,,,,,,
0.2857,4.621309370988447e-05,0.54,419,,,,,,,,,,,,,,
0.2817,4.608472400513479e-05,0.54,420,,,,,,,,,,,,,,
0.1887,4.595635430038511e-05,0.54,421,,,,,,,,,,,,,,
0.0845,4.582798459563543e-05,0.54,422,,,,,,,,,,,,,,
0.1674,4.569961489088576e-05,0.54,423,,,,,,,,,,,,,,
0.24,4.557124518613608e-05,0.54,424,,,,,,,,,,,,,,
0.6603,4.544287548138639e-05,0.55,425,,,,,,,,,,,,,,
0.151,4.531450577663672e-05,0.55,426,,,,,,,,,,,,,,
0.1503,4.518613607188704e-05,0.55,427,,,,,,,,,,,,,,
0.0692,4.505776636713735e-05,0.55,428,,,,,,,,,,,,,,
0.0476,4.492939666238768e-05,0.55,429,,,,,,,,,,,,,,
0.0569,4.4801026957638e-05,0.55,430,,,,,,,,,,,,,,
0.0354,4.467265725288832e-05,0.55,431,,,,,,,,,,,,,,
0.0953,4.454428754813864e-05,0.55,432,,,,,,,,,,,,,,
0.0669,4.441591784338896e-05,0.56,433,,,,,,,,,,,,,,
0.1482,4.428754813863929e-05,0.56,434,,,,,,,,,,,,,,
0.0587,4.41591784338896e-05,0.56,435,,,,,,,,,,,,,,
0.3585,4.403080872913993e-05,0.56,436,,,,,,,,,,,,,,
0.1394,4.390243902439025e-05,0.56,437,,,,,,,,,,,,,,
0.1008,4.377406931964057e-05,0.56,438,,,,,,,,,,,,,,
0.1091,4.364569961489089e-05,0.56,439,,,,,,,,,,,,,,
0.0812,4.351732991014121e-05,0.56,440,,,,,,,,,,,,,,
0.1737,4.3388960205391535e-05,0.57,441,,,,,,,,,,,,,,
0.0713,4.326059050064185e-05,0.57,442,,,,,,,,,,,,,,
0.4306,4.313222079589217e-05,0.57,443,,,,,,,,,,,,,,
0.2117,4.3003851091142496e-05,0.57,444,,,,,,,,,,,,,,
0.0291,4.287548138639281e-05,0.57,445,,,,,,,,,,,,,,
0.022,4.274711168164313e-05,0.57,446,,,,,,,,,,,,,,
0.1853,4.261874197689346e-05,0.57,447,,,,,,,,,,,,,,
0.073,4.249037227214378e-05,0.58,448,,,,,,,,,,,,,,
0.1353,4.23620025673941e-05,0.58,449,,,,,,,,,,,,,,
0.1097,4.223363286264442e-05,0.58,450,,,,,,,,,,,,,,
,,0.58,450,0.1410016119480133,0.9426062278709614,0.9426062278709614,0.9426062278709614,0.9426062278709614,0.2593523130920618,261.0593,15.893,0.996,,,,,
0.0703,4.210526315789474e-05,0.58,451,,,,,,,,,,,,,,
0.2092,4.197689345314506e-05,0.58,452,,,,,,,,,,,,,,
0.0684,4.184852374839538e-05,0.58,453,,,,,,,,,,,,,,
0.025,4.1720154043645705e-05,0.58,454,,,,,,,,,,,,,,
0.0304,4.1591784338896026e-05,0.58,455,,,,,,,,,,,,,,
0.0916,4.146341463414634e-05,0.59,456,,,,,,,,,,,,,,
0.2497,4.1335044929396666e-05,0.59,457,,,,,,,,,,,,,,
0.0153,4.1206675224646986e-05,0.59,458,,,,,,,,,,,,,,
0.1378,4.1078305519897306e-05,0.59,459,,,,,,,,,,,,,,
0.1074,4.094993581514763e-05,0.59,460,,,,,,,,,,,,,,
0.0917,4.082156611039795e-05,0.59,461,,,,,,,,,,,,,,
0.1099,4.0693196405648274e-05,0.59,462,,,,,,,,,,,,,,
0.058,4.056482670089859e-05,0.59,463,,,,,,,,,,,,,,
0.3392,4.043645699614891e-05,0.6,464,,,,,,,,,,,,,,
0.053,4.0308087291399235e-05,0.6,465,,,,,,,,,,,,,,
0.0215,4.017971758664955e-05,0.6,466,,,,,,,,,,,,,,
0.2825,4.0051347881899875e-05,0.6,467,,,,,,,,,,,,,,
0.127,3.9922978177150195e-05,0.6,468,,,,,,,,,,,,,,
0.085,3.9794608472400516e-05,0.6,469,,,,,,,,,,,,,,
0.0462,3.9666238767650836e-05,0.6,470,,,,,,,,,,,,,,
0.1498,3.9537869062901156e-05,0.6,471,,,,,,,,,,,,,,
0.0992,3.940949935815148e-05,0.61,472,,,,,,,,,,,,,,
0.0941,3.92811296534018e-05,0.61,473,,,,,,,,,,,,,,
0.0271,3.915275994865212e-05,0.61,474,,,,,,,,,,,,,,
0.1838,3.9024390243902444e-05,0.61,475,,,,,,,,,,,,,,
0.3604,3.8896020539152764e-05,0.61,476,,,,,,,,,,,,,,
0.2122,3.8767650834403084e-05,0.61,477,,,,,,,,,,,,,,
0.1517,3.8639281129653405e-05,0.61,478,,,,,,,,,,,,,,
0.0831,3.8510911424903725e-05,0.61,479,,,,,,,,,,,,,,
0.0766,3.8382541720154045e-05,0.62,480,,,,,,,,,,,,,,
0.2,3.8254172015404365e-05,0.62,481,,,,,,,,,,,,,,
0.0441,3.8125802310654686e-05,0.62,482,,,,,,,,,,,,,,
0.1662,3.7997432605905006e-05,0.62,483,,,,,,,,,,,,,,
0.1289,3.7869062901155326e-05,0.62,484,,,,,,,,,,,,,,
0.1317,3.774069319640565e-05,0.62,485,,,,,,,,,,,,,,
0.1019,3.761232349165597e-05,0.62,486,,,,,,,,,,,,,,
0.2127,3.748395378690629e-05,0.63,487,,,,,,,,,,,,,,
0.1358,3.7355584082156614e-05,0.63,488,,,,,,,,,,,,,,
0.3897,3.7227214377406934e-05,0.63,489,,,,,,,,,,,,,,
0.1938,3.7098844672657254e-05,0.63,490,,,,,,,,,,,,,,
0.1152,3.6970474967907574e-05,0.63,491,,,,,,,,,,,,,,
0.1519,3.6842105263157895e-05,0.63,492,,,,,,,,,,,,,,
0.0113,3.671373555840822e-05,0.63,493,,,,,,,,,,,,,,
0.2317,3.6585365853658535e-05,0.63,494,,,,,,,,,,,,,,
0.1877,3.645699614890886e-05,0.64,495,,,,,,,,,,,,,,
0.1724,3.632862644415918e-05,0.64,496,,,,,,,,,,,,,,
0.2518,3.62002567394095e-05,0.64,497,,,,,,,,,,,,,,
0.1757,3.607188703465982e-05,0.64,498,,,,,,,,,,,,,,
0.0519,3.594351732991014e-05,0.64,499,,,,,,,,,,,,,,
0.1549,3.5815147625160463e-05,0.64,500,,,,,,,,,,,,,,
0.1462,3.5686777920410784e-05,0.64,501,,,,,,,,,,,,,,
0.5387,3.5558408215661104e-05,0.64,502,,,,,,,,,,,,,,
0.1551,3.543003851091143e-05,0.65,503,,,,,,,,,,,,,,
0.0133,3.5301668806161744e-05,0.65,504,,,,,,,,,,,,,,
0.1812,3.5173299101412065e-05,0.65,505,,,,,,,,,,,,,,
0.1222,3.504492939666239e-05,0.65,506,,,,,,,,,,,,,,
0.2573,3.491655969191271e-05,0.65,507,,,,,,,,,,,,,,
0.1124,3.478818998716303e-05,0.65,508,,,,,,,,,,,,,,
0.0518,3.465982028241335e-05,0.65,509,,,,,,,,,,,,,,
0.0505,3.453145057766367e-05,0.65,510,,,,,,,,,,,,,,
0.0458,3.440308087291399e-05,0.66,511,,,,,,,,,,,,,,
0.2259,3.427471116816431e-05,0.66,512,,,,,,,,,,,,,,
0.038,3.414634146341464e-05,0.66,513,,,,,,,,,,,,,,
0.0196,3.401797175866496e-05,0.66,514,,,,,,,,,,,,,,
0.1251,3.3889602053915274e-05,0.66,515,,,,,,,,,,,,,,
0.0638,3.37612323491656e-05,0.66,516,,,,,,,,,,,,,,
0.1691,3.363286264441592e-05,0.66,517,,,,,,,,,,,,,,
0.1558,3.3504492939666235e-05,0.66,518,,,,,,,,,,,,,,
0.0874,3.337612323491656e-05,0.67,519,,,,,,,,,,,,,,
0.0808,3.324775353016688e-05,0.67,520,,,,,,,,,,,,,,
0.1305,3.31193838254172e-05,0.67,521,,,,,,,,,,,,,,
0.1101,3.299101412066752e-05,0.67,522,,,,,,,,,,,,,,
0.0481,3.286264441591784e-05,0.67,523,,,,,,,,,,,,,,
0.1386,3.273427471116817e-05,0.67,524,,,,,,,,,,,,,,
0.0215,3.260590500641848e-05,0.67,525,,,,,,,,,,,,,,
0.1176,3.247753530166881e-05,0.68,526,,,,,,,,,,,,,,
0.6512,3.234916559691913e-05,0.68,527,,,,,,,,,,,,,,
0.0991,3.222079589216945e-05,0.68,528,,,,,,,,,,,,,,
0.0118,3.209242618741977e-05,0.68,529,,,,,,,,,,,,,,
0.2952,3.196405648267009e-05,0.68,530,,,,,,,,,,,,,,
0.1598,3.183568677792042e-05,0.68,531,,,,,,,,,,,,,,
0.1412,3.170731707317073e-05,0.68,532,,,,,,,,,,,,,,
0.4124,3.157894736842105e-05,0.68,533,,,,,,,,,,,,,,
0.078,3.145057766367138e-05,0.69,534,,,,,,,,,,,,,,
0.3398,3.132220795892169e-05,0.69,535,,,,,,,,,,,,,,
0.501,3.119383825417201e-05,0.69,536,,,,,,,,,,,,,,
0.0095,3.106546854942234e-05,0.69,537,,,,,,,,,,,,,,
0.0317,3.093709884467266e-05,0.69,538,,,,,,,,,,,,,,
0.1162,3.080872913992298e-05,0.69,539,,,,,,,,,,,,,,
0.0388,3.06803594351733e-05,0.69,540,,,,,,,,,,,,,,
0.2792,3.055198973042362e-05,0.69,541,,,,,,,,,,,,,,
0.0681,3.0423620025673944e-05,0.7,542,,,,,,,,,,,,,,
0.1349,3.029525032092426e-05,0.7,543,,,,,,,,,,,,,,
0.0966,3.0166880616174588e-05,0.7,544,,,,,,,,,,,,,,
0.108,3.0038510911424905e-05,0.7,545,,,,,,,,,,,,,,
0.1164,2.9910141206675225e-05,0.7,546,,,,,,,,,,,,,,
0.0789,2.978177150192555e-05,0.7,547,,,,,,,,,,,,,,
0.059,2.9653401797175865e-05,0.7,548,,,,,,,,,,,,,,
0.0876,2.9525032092426192e-05,0.7,549,,,,,,,,,,,,,,
0.0602,2.939666238767651e-05,0.71,550,,,,,,,,,,,,,,
0.1073,2.926829268292683e-05,0.71,551,,,,,,,,,,,,,,
0.2003,2.9139922978177153e-05,0.71,552,,,,,,,,,,,,,,
0.0942,2.9011553273427473e-05,0.71,553,,,,,,,,,,,,,,
0.1257,2.888318356867779e-05,0.71,554,,,,,,,,,,,,,,
0.1034,2.8754813863928114e-05,0.71,555,,,,,,,,,,,,,,
0.0347,2.8626444159178434e-05,0.71,556,,,,,,,,,,,,,,
0.1046,2.8498074454428758e-05,0.72,557,,,,,,,,,,,,,,
0.0292,2.8369704749679078e-05,0.72,558,,,,,,,,,,,,,,
0.0225,2.8241335044929395e-05,0.72,559,,,,,,,,,,,,,,
0.2311,2.811296534017972e-05,0.72,560,,,,,,,,,,,,,,
0.0855,2.798459563543004e-05,0.72,561,,,,,,,,,,,,,,
0.2705,2.7856225930680362e-05,0.72,562,,,,,,,,,,,,,,
0.1598,2.7727856225930683e-05,0.72,563,,,,,,,,,,,,,,
0.1142,2.7599486521181e-05,0.72,564,,,,,,,,,,,,,,
0.1572,2.7471116816431326e-05,0.73,565,,,,,,,,,,,,,,
0.2121,2.7342747111681643e-05,0.73,566,,,,,,,,,,,,,,
0.0209,2.7214377406931967e-05,0.73,567,,,,,,,,,,,,,,
0.015,2.7086007702182287e-05,0.73,568,,,,,,,,,,,,,,
0.0903,2.6957637997432604e-05,0.73,569,,,,,,,,,,,,,,
0.2285,2.682926829268293e-05,0.73,570,,,,,,,,,,,,,,
0.3293,2.6700898587933248e-05,0.73,571,,,,,,,,,,,,,,
0.041,2.6572528883183568e-05,0.73,572,,,,,,,,,,,,,,
0.0279,2.6444159178433892e-05,0.74,573,,,,,,,,,,,,,,
0.0963,2.6315789473684212e-05,0.74,574,,,,,,,,,,,,,,
0.2345,2.6187419768934536e-05,0.74,575,,,,,,,,,,,,,,
0.1983,2.6059050064184852e-05,0.74,576,,,,,,,,,,,,,,
0.0779,2.5930680359435173e-05,0.74,577,,,,,,,,,,,,,,
0.0566,2.5802310654685496e-05,0.74,578,,,,,,,,,,,,,,
0.3334,2.5673940949935817e-05,0.74,579,,,,,,,,,,,,,,
0.0397,2.554557124518614e-05,0.74,580,,,,,,,,,,,,,,
0.3758,2.5417201540436457e-05,0.75,581,,,,,,,,,,,,,,
0.139,2.5288831835686777e-05,0.75,582,,,,,,,,,,,,,,
0.0144,2.51604621309371e-05,0.75,583,,,,,,,,,,,,,,
0.1805,2.503209242618742e-05,0.75,584,,,,,,,,,,,,,,
0.1692,2.490372272143774e-05,0.75,585,,,,,,,,,,,,,,
0.4183,2.477535301668806e-05,0.75,586,,,,,,,,,,,,,,
0.0533,2.4646983311938385e-05,0.75,587,,,,,,,,,,,,,,
0.0864,2.4518613607188702e-05,0.75,588,,,,,,,,,,,,,,
0.1105,2.4390243902439026e-05,0.76,589,,,,,,,,,,,,,,
0.0825,2.4261874197689346e-05,0.76,590,,,,,,,,,,,,,,
0.0155,2.413350449293967e-05,0.76,591,,,,,,,,,,,,,,
0.2174,2.400513478818999e-05,0.76,592,,,,,,,,,,,,,,
0.01,2.387676508344031e-05,0.76,593,,,,,,,,,,,,,,
0.0713,2.374839537869063e-05,0.76,594,,,,,,,,,,,,,,
0.0431,2.362002567394095e-05,0.76,595,,,,,,,,,,,,,,
0.0135,2.3491655969191274e-05,0.77,596,,,,,,,,,,,,,,
0.0516,2.336328626444159e-05,0.77,597,,,,,,,,,,,,,,
0.3298,2.3234916559691915e-05,0.77,598,,,,,,,,,,,,,,
0.0404,2.3106546854942235e-05,0.77,599,,,,,,,,,,,,,,
0.0429,2.2978177150192555e-05,0.77,600,,,,,,,,,,,,,,
,,0.77,600,0.12653213739395142,0.9504682954317856,0.9504682954317856,0.9504682954317856,0.9504682954317856,0.2662935903308202,261.3634,15.874,0.995,,,,,
0.2199,2.284980744544288e-05,0.77,601,,,,,,,,,,,,,,
0.224,2.2721437740693196e-05,0.77,602,,,,,,,,,,,,,,
0.012,2.259306803594352e-05,0.77,603,,,,,,,,,,,,,,
0.0962,2.246469833119384e-05,0.78,604,,,,,,,,,,,,,,
0.3467,2.233632862644416e-05,0.78,605,,,,,,,,,,,,,,
0.0436,2.220795892169448e-05,0.78,606,,,,,,,,,,,,,,
0.1171,2.20795892169448e-05,0.78,607,,,,,,,,,,,,,,
0.0194,2.1951219512195124e-05,0.78,608,,,,,,,,,,,,,,
0.5035,2.1822849807445444e-05,0.78,609,,,,,,,,,,,,,,
0.1312,2.1694480102695768e-05,0.78,610,,,,,,,,,,,,,,
0.0651,2.1566110397946085e-05,0.78,611,,,,,,,,,,,,,,
0.1622,2.1437740693196405e-05,0.79,612,,,,,,,,,,,,,,
0.1661,2.130937098844673e-05,0.79,613,,,,,,,,,,,,,,
0.0928,2.118100128369705e-05,0.79,614,,,,,,,,,,,,,,
0.0166,2.105263157894737e-05,0.79,615,,,,,,,,,,,,,,
0.2593,2.092426187419769e-05,0.79,616,,,,,,,,,,,,,,
0.1517,2.0795892169448013e-05,0.79,617,,,,,,,,,,,,,,
0.1385,2.0667522464698333e-05,0.79,618,,,,,,,,,,,,,,
0.0213,2.0539152759948653e-05,0.79,619,,,,,,,,,,,,,,
0.0187,2.0410783055198973e-05,0.8,620,,,,,,,,,,,,,,
0.5141,2.0282413350449294e-05,0.8,621,,,,,,,,,,,,,,
0.0792,2.0154043645699617e-05,0.8,622,,,,,,,,,,,,,,
0.1142,2.0025673940949938e-05,0.8,623,,,,,,,,,,,,,,
0.1905,1.9897304236200258e-05,0.8,624,,,,,,,,,,,,,,
0.1014,1.9768934531450578e-05,0.8,625,,,,,,,,,,,,,,
0.0948,1.96405648267009e-05,0.8,626,,,,,,,,,,,,,,
0.0962,1.9512195121951222e-05,0.8,627,,,,,,,,,,,,,,
0.1188,1.9383825417201542e-05,0.81,628,,,,,,,,,,,,,,
0.0517,1.9255455712451862e-05,0.81,629,,,,,,,,,,,,,,
0.1949,1.9127086007702183e-05,0.81,630,,,,,,,,,,,,,,
0.4177,1.8998716302952503e-05,0.81,631,,,,,,,,,,,,,,
0.0152,1.8870346598202827e-05,0.81,632,,,,,,,,,,,,,,
0.12,1.8741976893453143e-05,0.81,633,,,,,,,,,,,,,,
0.0319,1.8613607188703467e-05,0.81,634,,,,,,,,,,,,,,
0.1161,1.8485237483953787e-05,0.82,635,,,,,,,,,,,,,,
0.0761,1.835686777920411e-05,0.82,636,,,,,,,,,,,,,,
0.134,1.822849807445443e-05,0.82,637,,,,,,,,,,,,,,
0.3677,1.810012836970475e-05,0.82,638,,,,,,,,,,,,,,
0.1374,1.797175866495507e-05,0.82,639,,,,,,,,,,,,,,
0.3099,1.7843388960205392e-05,0.82,640,,,,,,,,,,,,,,
0.0499,1.7715019255455715e-05,0.82,641,,,,,,,,,,,,,,
0.1098,1.7586649550706032e-05,0.82,642,,,,,,,,,,,,,,
0.0763,1.7458279845956356e-05,0.83,643,,,,,,,,,,,,,,
0.0673,1.7329910141206676e-05,0.83,644,,,,,,,,,,,,,,
0.2721,1.7201540436456996e-05,0.83,645,,,,,,,,,,,,,,
0.1436,1.707317073170732e-05,0.83,646,,,,,,,,,,,,,,
0.0325,1.6944801026957637e-05,0.83,647,,,,,,,,,,,,,,
0.0792,1.681643132220796e-05,0.83,648,,,,,,,,,,,,,,
0.1587,1.668806161745828e-05,0.83,649,,,,,,,,,,,,,,
0.4214,1.65596919127086e-05,0.83,650,,,,,,,,,,,,,,
0.0699,1.643132220795892e-05,0.84,651,,,,,,,,,,,,,,
0.1844,1.630295250320924e-05,0.84,652,,,,,,,,,,,,,,
0.1224,1.6174582798459565e-05,0.84,653,,,,,,,,,,,,,,
0.0191,1.6046213093709885e-05,0.84,654,,,,,,,,,,,,,,
0.2407,1.591784338896021e-05,0.84,655,,,,,,,,,,,,,,
0.1471,1.5789473684210526e-05,0.84,656,,,,,,,,,,,,,,
0.1028,1.5661103979460846e-05,0.84,657,,,,,,,,,,,,,,
0.0961,1.553273427471117e-05,0.84,658,,,,,,,,,,,,,,
0.0107,1.540436456996149e-05,0.85,659,,,,,,,,,,,,,,
0.3917,1.527599486521181e-05,0.85,660,,,,,,,,,,,,,,
0.3388,1.514762516046213e-05,0.85,661,,,,,,,,,,,,,,
0.1062,1.5019255455712452e-05,0.85,662,,,,,,,,,,,,,,
0.1798,1.4890885750962774e-05,0.85,663,,,,,,,,,,,,,,
0.0583,1.4762516046213096e-05,0.85,664,,,,,,,,,,,,,,
0.1965,1.4634146341463415e-05,0.85,665,,,,,,,,,,,,,,
0.4097,1.4505776636713737e-05,0.85,666,,,,,,,,,,,,,,
0.2655,1.4377406931964057e-05,0.86,667,,,,,,,,,,,,,,
0.1477,1.4249037227214379e-05,0.86,668,,,,,,,,,,,,,,
0.1387,1.4120667522464697e-05,0.86,669,,,,,,,,,,,,,,
0.165,1.399229781771502e-05,0.86,670,,,,,,,,,,,,,,
0.183,1.3863928112965341e-05,0.86,671,,,,,,,,,,,,,,
0.1451,1.3735558408215663e-05,0.86,672,,,,,,,,,,,,,,
0.044,1.3607188703465983e-05,0.86,673,,,,,,,,,,,,,,
0.1657,1.3478818998716302e-05,0.87,674,,,,,,,,,,,,,,
0.0398,1.3350449293966624e-05,0.87,675,,,,,,,,,,,,,,
0.1086,1.3222079589216946e-05,0.87,676,,,,,,,,,,,,,,
0.0194,1.3093709884467268e-05,0.87,677,,,,,,,,,,,,,,
0.1757,1.2965340179717586e-05,0.87,678,,,,,,,,,,,,,,
0.0576,1.2836970474967908e-05,0.87,679,,,,,,,,,,,,,,
0.0917,1.2708600770218229e-05,0.87,680,,,,,,,,,,,,,,
0.1677,1.258023106546855e-05,0.87,681,,,,,,,,,,,,,,
0.0803,1.245186136071887e-05,0.88,682,,,,,,,,,,,,,,
0.0167,1.2323491655969193e-05,0.88,683,,,,,,,,,,,,,,
0.018,1.2195121951219513e-05,0.88,684,,,,,,,,,,,,,,
0.1108,1.2066752246469835e-05,0.88,685,,,,,,,,,,,,,,
0.0737,1.1938382541720155e-05,0.88,686,,,,,,,,,,,,,,
0.0215,1.1810012836970475e-05,0.88,687,,,,,,,,,,,,,,
0.0789,1.1681643132220796e-05,0.88,688,,,,,,,,,,,,,,
0.0093,1.1553273427471117e-05,0.88,689,,,,,,,,,,,,,,
0.0692,1.142490372272144e-05,0.89,690,,,,,,,,,,,,,,
0.047,1.129653401797176e-05,0.89,691,,,,,,,,,,,,,,
0.0146,1.116816431322208e-05,0.89,692,,,,,,,,,,,,,,
0.1164,1.10397946084724e-05,0.89,693,,,,,,,,,,,,,,
0.0229,1.0911424903722722e-05,0.89,694,,,,,,,,,,,,,,
0.0548,1.0783055198973042e-05,0.89,695,,,,,,,,,,,,,,
0.0265,1.0654685494223364e-05,0.89,696,,,,,,,,,,,,,,
0.1182,1.0526315789473684e-05,0.89,697,,,,,,,,,,,,,,
0.1412,1.0397946084724006e-05,0.9,698,,,,,,,,,,,,,,
0.1388,1.0269576379974327e-05,0.9,699,,,,,,,,,,,,,,
0.3822,1.0141206675224647e-05,0.9,700,,,,,,,,,,,,,,
0.4171,1.0012836970474969e-05,0.9,701,,,,,,,,,,,,,,
0.2203,9.884467265725289e-06,0.9,702,,,,,,,,,,,,,,
0.0197,9.756097560975611e-06,0.9,703,,,,,,,,,,,,,,
0.0211,9.627727856225931e-06,0.9,704,,,,,,,,,,,,,,
0.2154,9.499358151476251e-06,0.91,705,,,,,,,,,,,,,,
0.1867,9.370988446726572e-06,0.91,706,,,,,,,,,,,,,,
0.1076,9.242618741976894e-06,0.91,707,,,,,,,,,,,,,,
0.0283,9.114249037227216e-06,0.91,708,,,,,,,,,,,,,,
0.2341,8.985879332477536e-06,0.91,709,,,,,,,,,,,,,,
0.0688,8.857509627727858e-06,0.91,710,,,,,,,,,,,,,,
0.1701,8.729139922978178e-06,0.91,711,,,,,,,,,,,,,,
0.1158,8.600770218228498e-06,0.91,712,,,,,,,,,,,,,,
0.2613,8.472400513478818e-06,0.92,713,,,,,,,,,,,,,,
0.0656,8.34403080872914e-06,0.92,714,,,,,,,,,,,,,,
0.0213,8.21566110397946e-06,0.92,715,,,,,,,,,,,,,,
0.1963,8.087291399229783e-06,0.92,716,,,,,,,,,,,,,,
0.0094,7.958921694480104e-06,0.92,717,,,,,,,,,,,,,,
0.0699,7.830551989730423e-06,0.92,718,,,,,,,,,,,,,,
0.2726,7.702182284980745e-06,0.92,719,,,,,,,,,,,,,,
0.0335,7.573812580231065e-06,0.92,720,,,,,,,,,,,,,,
0.098,7.445442875481387e-06,0.93,721,,,,,,,,,,,,,,
0.0713,7.317073170731707e-06,0.93,722,,,,,,,,,,,,,,
0.0542,7.1887034659820285e-06,0.93,723,,,,,,,,,,,,,,
0.0232,7.060333761232349e-06,0.93,724,,,,,,,,,,,,,,
0.1549,6.931964056482671e-06,0.93,725,,,,,,,,,,,,,,
0.104,6.803594351732992e-06,0.93,726,,,,,,,,,,,,,,
0.058,6.675224646983312e-06,0.93,727,,,,,,,,,,,,,,
0.0228,6.546854942233634e-06,0.93,728,,,,,,,,,,,,,,
0.1328,6.418485237483954e-06,0.94,729,,,,,,,,,,,,,,
0.1724,6.290115532734275e-06,0.94,730,,,,,,,,,,,,,,
0.2621,6.161745827984596e-06,0.94,731,,,,,,,,,,,,,,
0.1952,6.033376123234917e-06,0.94,732,,,,,,,,,,,,,,
0.0595,5.905006418485238e-06,0.94,733,,,,,,,,,,,,,,
0.1019,5.776636713735559e-06,0.94,734,,,,,,,,,,,,,,
0.1557,5.64826700898588e-06,0.94,735,,,,,,,,,,,,,,
0.1383,5.5198973042362e-06,0.94,736,,,,,,,,,,,,,,
0.1265,5.391527599486521e-06,0.95,737,,,,,,,,,,,,,,
0.041,5.263157894736842e-06,0.95,738,,,,,,,,,,,,,,
0.0903,5.134788189987163e-06,0.95,739,,,,,,,,,,,,,,
0.012,5.006418485237484e-06,0.95,740,,,,,,,,,,,,,,
0.0356,4.8780487804878055e-06,0.95,741,,,,,,,,,,,,,,
0.1489,4.749679075738126e-06,0.95,742,,,,,,,,,,,,,,
0.1384,4.621309370988447e-06,0.95,743,,,,,,,,,,,,,,
